s,beta,k,vocab,prob,vid
3,0.034202026759731156,5,first,0.004427387493732801,17
3,0.034202026759731156,5,life,0.004407886522274716,18
3,0.034202026759731156,5,extended,0.004271379722068126,19
3,0.034202026759731156,5,really,0.004134872921861535,20
3,0.034202026759731156,5,also,0.004095870978945366,21
3,0.034202026759731156,5,much,0.004037368064571114,22
3,0.034202026759731156,5,batteries,0.003978865150196861,23
3,0.034202026759731156,5,using,0.003959364178738776,24
3,0.034202026759731156,5,days,0.0037643544641579323,25
3,0.034202026759731156,5,new,0.0037643544641579323,26
3,0.034202026759731156,5,got,0.0036668496068675105,27
3,0.034202026759731156,5,could,0.0036473486354094264,28
3,0.034202026759731156,5,great,0.0034913408637447514,29
3,0.034202026759731156,5,well,0.0034913408637447514,30
3,0.034202026759731156,5,since,0.0033353330920800764,31
3,0.034202026759731156,5,better,0.0032378282347896546,32
3,0.034202026759731156,5,thing,0.0031793253204154014,33
3,0.034202026759731156,5,little,0.0031793253204154014,34
3,0.034202026759731156,5,cover,0.0031598243489573173,35
3,0.034202026759731156,5,charger,0.003140323377499233,36
3,0.034202026759731156,5,service,0.003042818520208811,37
3,0.034202026759731156,5,think,0.0030233175487507265,38
3,0.034202026759731156,5,two,0.0029063117200022206,39
3,0.034202026759731156,5,bought,0.0029063117200022206,40
3,0.034202026759731156,5,way,0.0028478088056279674,41
3,0.034202026759731156,5,times,0.0028478088056279674,42
3,0.034202026759731156,5,long,0.002828307834169883,43
3,0.034202026759731156,5,update,0.002828307834169883,44
3,0.034202026759731156,5,work,0.0027893058912537142,45
3,0.034202026759731156,5,nice,0.00276980491979563,46
3,0.034202026759731156,5,buy,0.0027503039483375456,47
3,0.034202026759731156,5,used,0.002730802976879461,48
3,0.034202026759731156,5,another,0.002730802976879461,49
3,0.034202026759731156,5,last,0.002711302005421377,50
3,0.034202026759731156,5,mah,0.002711302005421377,51
3,0.034202026759731156,5,pretty,0.002613797148130955,52
3,0.034202026759731156,5,amazon,0.002613797148130955,53
3,0.034202026759731156,5,around,0.002555294233756702,54
3,0.034202026759731156,5,works,0.0025162922908405333,55
3,0.034202026759731156,5,going,0.0024577893764662797,56
3,0.034202026759731156,5,customer,0.0024577893764662797,57
3,0.034202026759731156,5,product,0.0024382884050081956,58
3,0.034202026759731156,5,problem,0.002418787433550111,59
3,0.034202026759731156,5,see,0.0023992864620920266,60
3,0.034202026759731156,5,sure,0.0023797854906339425,61
3,0.034202026759731156,5,samsung,0.0023797854906339425,62
3,0.034202026759731156,5,phones,0.002340783547717774,63
3,0.034202026759731156,5,take,0.0023017816048016048,64
3,0.034202026759731156,5,getting,0.0022822806333435207,65
3,0.034202026759731156,5,never,0.002262779661885436,66
3,0.034202026759731156,5,say,0.002243278690427352,67
3,0.034202026759731156,5,make,0.002204276747511183,68
3,0.034202026759731156,5,almost,0.0021652748045950143,69
3,0.034202026759731156,5,iphone,0.0021457738331369302,70
3,0.034202026759731156,5,put,0.0021457738331369302,71
3,0.034202026759731156,5,months,0.0021457738331369302,72
3,0.034202026759731156,5,need,0.0021262728616788457,73
3,0.034202026759731156,5,bad,0.0021262728616788457,74
3,0.034202026759731156,5,want,0.002106771890220761,75
3,0.034202026759731156,5,thought,0.002028768004388424,76
3,0.034202026759731156,5,find,0.0020092670329303394,77
3,0.034202026759731156,5,actually,0.0020092670329303394,78
3,0.034202026759731156,5,full,0.0020092670329303394,79
3,0.034202026759731156,5,keep,0.0020092670329303394,80
3,0.034202026759731156,5,longer,0.0019897660614722553,81
3,0.034202026759731156,5,power,0.0019702650900141707,82
3,0.034202026759731156,5,price,0.0019507641185560864,83
3,0.034202026759731156,5,give,0.0019507641185560864,84
3,0.034202026759731156,5,without,0.001931263147098002,85
3,0.034202026759731156,5,know,0.0019117621756399178,86
3,0.034202026759731156,5,reviews,0.0018922612041818334,87
3,0.034202026759731156,5,said,0.001872760232723749,88
3,0.034202026759731156,5,extra,0.001872760232723749,89
3,0.034202026759731156,5,seems,0.0018337582898075803,90
3,0.034202026759731156,5,couple,0.001814257318349496,91
3,0.034202026759731156,5,purchased,0.001814257318349496,92
3,0.034202026759731156,5,every,0.001814257318349496,93
3,0.034202026759731156,5,issues,0.001814257318349496,94
3,0.034202026759731156,5,airstash,0.001814257318349496,95
3,0.034202026759731156,5,problems,0.0017557544039752428,96
3,0.034202026759731156,5,lot,0.0017362534325171585,97
3,0.034202026759731156,5,able,0.0017362534325171585,98
3,0.034202026759731156,5,original,0.0017362534325171585,99
3,0.034202026759731156,5,replacement,0.0017362534325171585,100
3,0.034202026759731156,6,screen,0.027423748239270258,1
3,0.034202026759731156,6,protector,0.016666521241307155,2
3,0.034202026759731156,6,case,0.011562727410156778,3
3,0.034202026759731156,6,phone,0.011523467457609467,4
3,0.034202026759731156,6,one,0.010816788311757876,5
3,0.034202026759731156,6,battery,0.00816674151481441,6
3,0.034202026759731156,6,get,0.007087092819763368,7
3,0.034202026759731156,6,iphone,0.006301893768817156,8
3,0.034202026759731156,6,use,0.006301893768817156,9
3,0.034202026759731156,6,would,0.006085964029806948,10
3,0.034202026759731156,6,like,0.005889664267070395,11
3,0.034202026759731156,6,charge,0.0053989148602290125,12
3,0.034202026759731156,6,charger,0.005202615097492459,13
3,0.034202026759731156,6,protectors,0.005006315334755907,14
3,0.034202026759731156,6,bubbles,0.0048885354771139745,15
3,0.034202026759731156,6,product,0.004829645548293009,16
3,0.034202026759731156,6,dust,0.0046137158092828005,17
3,0.034202026759731156,6,first,0.004495935951640869,18
3,0.034202026759731156,6,time,0.004378156093998937,19
3,0.034202026759731156,6,back,0.0041033364261677625,20
3,0.034202026759731156,6,much,0.0037499968532419673,21
3,0.034202026759731156,6,well,0.003671476948147346,22
3,0.034202026759731156,6,also,0.0036518469718736907,23
3,0.034202026759731156,6,good,0.0036125870193263803,24
3,0.034202026759731156,6,used,0.0035733270667790695,25
3,0.034202026759731156,6,really,0.003455547209137138,26
3,0.034202026759731156,6,see,0.0033181373752215505,27
3,0.034202026759731156,6,two,0.00327887742267424,28
3,0.034202026759731156,6,cover,0.003219987493853274,29
3,0.034202026759731156,6,little,0.0031218376124849978,30
3,0.034202026759731156,6,usb,0.0031218376124849978,31
3,0.034202026759731156,6,even,0.0029844277785694103,32
3,0.034202026759731156,6,sure,0.0028666479209274788,33
3,0.034202026759731156,6,film,0.002827387968380168,34
3,0.034202026759731156,6,still,0.0027881280158328576,35
3,0.034202026759731156,6,great,0.002768498039559202,36
3,0.034202026759731156,6,plastic,0.0026703481581909255,37
3,0.034202026759731156,6,need,0.002631088205643615,38
3,0.034202026759731156,6,right,0.002631088205643615,39
3,0.034202026759731156,6,air,0.0026114582293699598,40
3,0.034202026759731156,6,remove,0.0025721982768226494,41
3,0.034202026759731156,6,make,0.0025329383242753386,42
3,0.034202026759731156,6,glass,0.0024936783717280277,43
3,0.034202026759731156,6,could,0.0024740483954543723,44
3,0.034202026759731156,6,without,0.0024740483954543723,45
3,0.034202026759731156,6,take,0.0024740483954543723,46
3,0.034202026759731156,6,cloth,0.002434788442907062,47
3,0.034202026759731156,6,using,0.002395528490359751,48
3,0.034202026759731156,6,side,0.002395528490359751,49
3,0.034202026759731156,6,tape,0.0023366385615387853,50
3,0.034202026759731156,6,got,0.00231700858526513,51
3,0.034202026759731156,6,put,0.00231700858526513,52
3,0.034202026759731156,6,way,0.002258118656444164,53
3,0.034202026759731156,6,clear,0.002258118656444164,54
3,0.034202026759731156,6,power,0.0021992287276231984,55
3,0.034202026759731156,6,work,0.002179598751349543,56
3,0.034202026759731156,6,apply,0.002179598751349543,57
3,0.034202026759731156,6,easy,0.002140338798802232,58
3,0.034202026759731156,6,around,0.002120708822528577,59
3,0.034202026759731156,6,small,0.002120708822528577,60
3,0.034202026759731156,6,install,0.0021010788462549218,61
3,0.034202026759731156,6,pack,0.0020814488699812663,62
3,0.034202026759731156,6,clean,0.0020814488699812663,63
3,0.034202026759731156,6,piece,0.0020225589411603006,64
3,0.034202026759731156,6,included,0.0020225589411603006,65
3,0.034202026759731156,6,new,0.002002928964886645,66
3,0.034202026759731156,6,nice,0.0019832989886129897,67
3,0.034202026759731156,6,comes,0.0019832989886129897,68
3,0.034202026759731156,6,device,0.0019832989886129897,69
3,0.034202026759731156,6,top,0.0019832989886129897,70
3,0.034202026759731156,6,look,0.0019636690123393348,71
3,0.034202026759731156,6,batteries,0.0019636690123393348,72
3,0.034202026759731156,6,bought,0.001924409059792024,73
3,0.034202026759731156,6,edge,0.001924409059792024,74
3,0.034202026759731156,6,surface,0.001924409059792024,75
3,0.034202026759731156,6,feel,0.0018851491072447134,76
3,0.034202026759731156,6,price,0.0018851491072447134,77
3,0.034202026759731156,6,looks,0.0018851491072447134,78
3,0.034202026759731156,6,took,0.0018851491072447134,79
3,0.034202026759731156,6,another,0.001865519130971058,80
3,0.034202026759731156,6,better,0.0018458891546974028,81
3,0.034202026759731156,6,try,0.0018458891546974028,82
3,0.034202026759731156,6,perfectly,0.0018262591784237473,83
3,0.034202026759731156,6,perfect,0.0018262591784237473,84
3,0.034202026759731156,6,touch,0.0018262591784237473,85
3,0.034202026759731156,6,bit,0.0018066292021500922,86
3,0.034202026759731156,6,pretty,0.0018066292021500922,87
3,0.034202026759731156,6,charging,0.0018066292021500922,88
3,0.034202026759731156,6,fit,0.0017869992258764367,89
3,0.034202026759731156,6,button,0.0017869992258764367,90
3,0.034202026759731156,6,know,0.0017673692496027816,91
3,0.034202026759731156,6,keep,0.0017673692496027816,92
3,0.034202026759731156,6,best,0.0017477392733291261,93
3,0.034202026759731156,6,thing,0.001728109297055471,94
3,0.034202026759731156,6,edges,0.001728109297055471,95
3,0.034202026759731156,6,hard,0.0017084793207818156,96
3,0.034202026759731156,6,instructions,0.0017084793207818156,97
3,0.034202026759731156,6,front,0.0016888493445081604,98
3,0.034202026759731156,6,say,0.001669219368234505,99
3,0.034202026759731156,6,reviews,0.0016495893919608498,100
3,0.034202026759731156,7,charger,0.01948556901105973,1
3,0.034202026759731156,7,charge,0.016630065598525298,2
3,0.034202026759731156,7,usb,0.016014172705625714,3
3,0.034202026759731156,7,device,0.012934708241127796,4
3,0.034202026759731156,7,devices,0.011926883507292116,5
3,0.034202026759731156,7,ipad,0.011366980877383403,6
3,0.034202026759731156,7,one,0.0104991318010249,7
3,0.034202026759731156,7,charging,0.009967224302611623,8
3,0.034202026759731156,7,iphone,0.009631282724666396,9
3,0.034202026759731156,7,use,0.008595462859335278,10
3,0.034202026759731156,7,port,0.00839949693886723,11
3,0.034202026759731156,7,phone,0.0076436283884904685,12
3,0.034202026759731156,7,car,0.007167711153068063,13
3,0.034202026759731156,7,apple,0.006719789049141094,14
3,0.034202026759731156,7,power,0.006439837734186738,15
3,0.034202026759731156,7,two,0.006327857208204996,16
3,0.034202026759731156,7,would,0.0056839691838099764,17
3,0.034202026759731156,7,like,0.0055719886578282345,18
3,0.034202026759731156,7,cable,0.0055719886578282345,19
3,0.034202026759731156,7,product,0.005292037342873878,20
3,0.034202026759731156,7,kindle,0.005180056816892136,21
3,0.034202026759731156,7,also,0.005124066553901264,22
3,0.034202026759731156,7,time,0.005124066553901264,23
3,0.034202026759731156,7,plug,0.004760129844460602,24
3,0.034202026759731156,7,wall,0.0046481493184788595,25
3,0.034202026759731156,7,using,0.004312207740533632,26
3,0.034202026759731156,7,charged,0.0042842126090381965,27
3,0.034202026759731156,7,new,0.004256217477542761,28
3,0.034202026759731156,7,ipod,0.003836290505111227,29
3,0.034202026759731156,7,need,0.0037803002421203558,30
3,0.034202026759731156,7,work,0.0037523051106249203,31
3,0.034202026759731156,7,well,0.0037243099791294844,32
3,0.034202026759731156,7,chargers,0.0035563391901568707,33
3,0.034202026759731156,7,ports,0.0035283440586614347,34
3,0.034202026759731156,7,even,0.003472353795670564,35
3,0.034202026759731156,7,unit,0.0034443586641751283,36
3,0.034202026759731156,7,small,0.0033603732696888215,37
3,0.034202026759731156,7,used,0.003220397612211643,38
3,0.034202026759731156,7,great,0.0031364122177253363,39
3,0.034202026759731156,7,little,0.0030804219547344654,40
3,0.034202026759731156,7,trent,0.00305242682323903,41
3,0.034202026759731156,7,works,0.0029964365602481585,42
3,0.034202026759731156,7,see,0.002884456034266416,43
3,0.034202026759731156,7,fire,0.002828465771275545,44
3,0.034202026759731156,7,amp,0.0028004706397801093,45
3,0.034202026759731156,7,make,0.002744480376789238,46
3,0.034202026759731156,7,adapter,0.002744480376789238,47
3,0.034202026759731156,7,products,0.002688490113798367,48
3,0.034202026759731156,7,full,0.002688490113798367,49
3,0.034202026759731156,7,get,0.00260450471931206,50
3,0.034202026759731156,7,could,0.0025765095878166246,51
3,0.034202026759731156,7,really,0.0025205193248257532,52
3,0.034202026759731156,7,tablet,0.0024925241933303178,53
3,0.034202026759731156,7,price,0.002464529061834882,54
3,0.034202026759731156,7,without,0.002464529061834882,55
3,0.034202026759731156,7,many,0.002408538798844011,56
3,0.034202026759731156,7,plugged,0.0023525485358531395,57
3,0.034202026759731156,7,travel,0.002324553404357704,58
3,0.034202026759731156,7,nice,0.0022965582728622686,59
3,0.034202026759731156,7,review,0.0022685631413668327,60
3,0.034202026759731156,7,comes,0.002240568009871397,61
3,0.034202026759731156,7,cell,0.002240568009871397,62
3,0.034202026759731156,7,long,0.0022125728783759617,63
3,0.034202026759731156,7,charges,0.0021565826153850903,64
3,0.034202026759731156,7,cord,0.002128587483889655,65
3,0.034202026759731156,7,light,0.0021005923523942194,66
3,0.034202026759731156,7,phones,0.0021005923523942194,67
3,0.034202026759731156,7,good,0.0020725972208987834,68
3,0.034202026759731156,7,output,0.0020725972208987834,69
3,0.034202026759731156,7,cables,0.0020725972208987834,70
3,0.034202026759731156,7,lot,0.0020166069579079125,71
3,0.034202026759731156,7,able,0.0020166069579079125,72
3,0.034202026759731156,7,outlet,0.0020166069579079125,73
3,0.034202026759731156,7,touch,0.001988611826412477,74
3,0.034202026759731156,7,motorola,0.001988611826412477,75
3,0.034202026759731156,7,size,0.0018766313004307345,76
3,0.034202026759731156,7,android,0.0018766313004307345,77
3,0.034202026759731156,7,samsung,0.0018766313004307345,78
3,0.034202026759731156,7,keep,0.0018766313004307345,79
3,0.034202026759731156,7,stylus,0.0018766313004307345,80
3,0.034202026759731156,7,fully,0.0018486361689352988,81
3,0.034202026759731156,7,home,0.0018486361689352988,82
3,0.034202026759731156,7,hours,0.0018206410374398633,83
3,0.034202026759731156,7,enough,0.0018206410374398633,84
3,0.034202026759731156,7,may,0.0018206410374398633,85
3,0.034202026759731156,7,etc,0.0018206410374398633,86
3,0.034202026759731156,7,different,0.0018206410374398633,87
3,0.034202026759731156,7,seems,0.001764650774448992,88
3,0.034202026759731156,7,easy,0.0017086605114581207,89
3,0.034202026759731156,7,computer,0.0017086605114581207,90
3,0.034202026759731156,7,standard,0.0017086605114581207,91
3,0.034202026759731156,7,powergen,0.0017086605114581207,92
3,0.034202026759731156,7,much,0.0016526702484672496,93
3,0.034202026759731156,7,several,0.0016526702484672496,94
3,0.034202026759731156,7,however,0.0016246751169718139,95
3,0.034202026759731156,7,amps,0.0016246751169718139,96
3,0.034202026759731156,7,dual,0.0015966799854763784,97
3,0.034202026759731156,7,note,0.0015686848539809427,98
3,0.034202026759731156,7,thing,0.0015406897224855072,99
3,0.034202026759731156,7,say,0.0015406897224855072,100
3,0.034202026759731156,8,headset,0.018940681279249586,1
3,0.034202026759731156,8,bluetooth,0.013309248332728802,2
3,0.034202026759731156,8,sound,0.011999390414777449,3
3,0.034202026759731156,8,ear,0.009781236860290485,4
3,0.034202026759731156,8,use,0.008423573908837257,5
3,0.034202026759731156,8,quality,0.00828971981503201,6
3,0.034202026759731156,8,good,0.007649132366106894,7
3,0.034202026759731156,8,phone,0.007486595252200522,8
3,0.034202026759731156,8,like,0.007486595252200522,9
3,0.034202026759731156,8,music,0.007142399010987027,10
3,0.034202026759731156,8,headphones,0.006473128541960788,11
3,0.034202026759731156,8,call,0.006301030421354041,12
3,0.034202026759731156,8,one,0.00604288324044392,13
3,0.034202026759731156,8,volume,0.006014200220342795,14
3,0.034202026759731156,8,device,0.005947273173440171,15
3,0.034202026759731156,8,voice,0.005612637938927052,16
3,0.034202026759731156,8,also,0.005545710892024428,17
3,0.034202026759731156,8,well,0.00545010082502068,18
3,0.034202026759731156,8,jabra,0.0053736127714176804,19
3,0.034202026759731156,8,would,0.005258880691013183,20
3,0.034202026759731156,8,button,0.0051250265972079346,21
3,0.034202026759731156,8,better,0.00444619512148132,22
3,0.034202026759731156,8,great,0.004436634114780945,23
3,0.034202026759731156,8,get,0.004388829081279071,24
3,0.034202026759731156,8,time,0.004360146061177946,25
3,0.034202026759731156,8,even,0.004168925927170449,26
3,0.034202026759731156,8,audio,0.004092437873567451,27
3,0.034202026759731156,8,calls,0.003977705793162953,28
3,0.034202026759731156,8,using,0.003958583779762203,29
3,0.034202026759731156,8,headsets,0.003882095726159204,30
3,0.034202026759731156,8,noise,0.0038534127060580793,31
3,0.034202026759731156,8,hear,0.0038438516993577047,32
3,0.034202026759731156,8,really,0.003509216464844585,33
3,0.034202026759731156,8,used,0.0034805334447434604,34
3,0.034202026759731156,8,much,0.0034231674045412113,35
3,0.034202026759731156,8,unit,0.003375362371039337,36
3,0.034202026759731156,8,work,0.0032988743174363383,37
3,0.034202026759731156,8,easy,0.0032606302906348387,38
3,0.034202026759731156,8,could,0.003251069283934464,39
3,0.034202026759731156,8,car,0.003012044116425093,40
3,0.034202026759731156,8,comfortable,0.0029164340494213445,41
3,0.034202026759731156,8,pair,0.00288775102932022,42
3,0.034202026759731156,8,motorola,0.00288775102932022,43
3,0.034202026759731156,8,iphone,0.0028590680092190953,44
3,0.034202026759731156,8,set,0.0027156529087134728,45
3,0.034202026759731156,8,fit,0.002677408881911973,46
3,0.034202026759731156,8,around,0.0026678478752115986,47
3,0.034202026759731156,8,little,0.0025339937814063507,48
3,0.034202026759731156,8,buttons,0.002495749754604851,49
3,0.034202026759731156,8,speaker,0.0024383837144026023,50
3,0.034202026759731156,8,ears,0.0024097006943014777,51
3,0.034202026759731156,8,clear,0.002390578680900728,52
3,0.034202026759731156,8,without,0.002381017674200353,53
3,0.034202026759731156,8,turn,0.0023714566674999786,54
3,0.034202026759731156,8,still,0.0023618956607996035,55
3,0.034202026759731156,8,pretty,0.0023618956607996035,56
3,0.034202026759731156,8,first,0.0023523346540992285,57
3,0.034202026759731156,8,works,0.0023523346540992285,58
3,0.034202026759731156,8,stereo,0.00229496861389698,59
3,0.034202026759731156,8,feature,0.0022854076071966048,60
3,0.034202026759731156,8,people,0.0022758466004962298,61
3,0.034202026759731156,8,find,0.002266285593795855,62
3,0.034202026759731156,8,plantronics,0.00225672458709548,63
3,0.034202026759731156,8,price,0.002199358546893231,64
3,0.034202026759731156,8,right,0.0021897975401928564,65
3,0.034202026759731156,8,want,0.0021897975401928564,66
3,0.034202026759731156,8,think,0.002151553513391357,67
3,0.034202026759731156,8,nice,0.0021228704932902322,68
3,0.034202026759731156,8,say,0.0021037484798894827,69
3,0.034202026759731156,8,earbuds,0.0021037484798894827,70
3,0.034202026759731156,8,loud,0.0020941874731891076,71
3,0.034202026759731156,8,since,0.002084626466488733,72
3,0.034202026759731156,8,make,0.0020559434463876085,73
3,0.034202026759731156,8,listening,0.002036821432986859,74
3,0.034202026759731156,8,hours,0.002027260426286484,75
3,0.034202026759731156,8,found,0.002017699419586109,76
3,0.034202026759731156,8,control,0.0019985774061853593,77
3,0.034202026759731156,8,though,0.0019985774061853593,78
3,0.034202026759731156,8,life,0.0019698943860842347,79
3,0.034202026759731156,8,range,0.0019698943860842347,80
3,0.034202026759731156,8,know,0.0019507723726834851,81
3,0.034202026759731156,8,bit,0.0019220893525823605,82
3,0.034202026759731156,8,listen,0.0018838453257808611,83
3,0.034202026759731156,8,way,0.0018551623056797366,84
3,0.034202026759731156,8,end,0.0018551623056797366,85
3,0.034202026759731156,8,enough,0.0018456012989793618,86
3,0.034202026759731156,8,tried,0.0018456012989793618,87
3,0.034202026759731156,8,mic,0.001836040292278987,88
3,0.034202026759731156,8,pairing,0.001836040292278987,89
3,0.034202026759731156,8,small,0.0018169182788782372,90
3,0.034202026759731156,8,back,0.0018073572721778624,91
3,0.034202026759731156,8,design,0.0018073572721778624,92
3,0.034202026759731156,8,wear,0.0018073572721778624,93
3,0.034202026759731156,8,long,0.0017786742520767378,94
3,0.034202026759731156,8,devices,0.0017786742520767378,95
3,0.034202026759731156,8,sounds,0.001769113245376363,96
3,0.034202026759731156,8,problem,0.0017595522386759882,97
3,0.034202026759731156,8,two,0.0017499912319756134,98
3,0.034202026759731156,8,thing,0.0017404302252752384,99
3,0.034202026759731156,8,able,0.0017404302252752384,100
3,0.034202026759731156,9,case,0.02904608342118664,1
3,0.034202026759731156,9,phone,0.02155238614630699,2
3,0.034202026759731156,9,battery,0.017242101623537866,3
3,0.034202026759731156,9,iphone,0.015439106790484115,4
3,0.034202026759731156,9,charge,0.009776576142924678,5
3,0.034202026759731156,9,charging,0.009466686405993564,6
3,0.034202026759731156,9,use,0.008198955664002645,7
3,0.034202026759731156,9,like,0.007776378750005673,8
3,0.034202026759731156,9,one,0.007410145424541629,9
3,0.034202026759731156,9,screen,0.0058606967398860624,10
3,0.034202026759731156,9,power,0.005607150591487879,11
3,0.034202026759731156,9,usb,0.004987371117625652,12
3,0.034202026759731156,9,little,0.004959199323359187,13
3,0.034202026759731156,9,would,0.004874683940559793,14
3,0.034202026759731156,9,much,0.004790168557760398,15
3,0.034202026759731156,9,device,0.004564794203628679,16
3,0.034202026759731156,9,also,0.00433941984949696,17
3,0.034202026759731156,9,charger,0.00428307626096403,18
3,0.034202026759731156,9,hard,0.004198560878164636,19
3,0.034202026759731156,9,good,0.004142217289631706,20
3,0.034202026759731156,9,get,0.004057701906832312,21
3,0.034202026759731156,9,really,0.004001358318299382,22
3,0.034202026759731156,9,back,0.004001358318299382,23
3,0.034202026759731156,9,well,0.003973186524032917,24
3,0.034202026759731156,9,need,0.0038604993469670574,25
3,0.034202026759731156,9,plug,0.003719640375634733,26
3,0.034202026759731156,9,time,0.0036632967871018034,27
3,0.034202026759731156,9,cable,0.0036351249928353387,28
3,0.034202026759731156,9,powermat,0.003268891667371295,29
3,0.034202026759731156,9,cases,0.003212548078838365,30
3,0.034202026759731156,9,great,0.0031843762845719004,31
3,0.034202026759731156,9,two,0.003071689107506041,32
3,0.034202026759731156,9,plastic,0.003043517313239576,33
3,0.034202026759731156,9,nice,0.0029308301361737166,34
3,0.034202026759731156,9,cover,0.0029308301361737166,35
3,0.034202026759731156,9,without,0.002902658341907252,36
3,0.034202026759731156,9,could,0.0028744865476407868,37
3,0.034202026759731156,9,light,0.002846314753374322,38
3,0.034202026759731156,9,bit,0.0027899711648413923,39
3,0.034202026759731156,9,used,0.002705455782041998,40
3,0.034202026759731156,9,even,0.002705455782041998,41
3,0.034202026759731156,9,still,0.0025927686049761383,42
3,0.034202026759731156,9,feel,0.0025645968107096736,43
3,0.034202026759731156,9,protection,0.0025364250164432085,44
3,0.034202026759731156,9,unit,0.002451909633643814,45
3,0.034202026759731156,9,makes,0.0024237378393773493,46
3,0.034202026759731156,9,enough,0.0024237378393773493,47
3,0.034202026759731156,9,comes,0.0024237378393773493,48
3,0.034202026759731156,9,easy,0.0024237378393773493,49
3,0.034202026759731156,9,bottom,0.0024237378393773493,50
3,0.034202026759731156,9,otterbox,0.0024237378393773493,51
3,0.034202026759731156,9,protector,0.0024237378393773493,52
3,0.034202026759731156,9,put,0.0023955660451108842,53
3,0.034202026759731156,9,charged,0.0023673942508444196,54
3,0.034202026759731156,9,want,0.0023673942508444196,55
3,0.034202026759731156,9,around,0.0023392224565779544,56
3,0.034202026759731156,9,way,0.0023392224565779544,57
3,0.034202026759731156,9,portable,0.0023392224565779544,58
3,0.034202026759731156,9,day,0.0023110506623114898,59
3,0.034202026759731156,9,pretty,0.0023110506623114898,60
3,0.034202026759731156,9,however,0.00225470707377856,61
3,0.034202026759731156,9,works,0.0022265352795120953,62
3,0.034202026759731156,9,using,0.0021701916909791655,63
3,0.034202026759731156,9,small,0.0021701916909791655,64
3,0.034202026759731156,9,backup,0.0021701916909791655,65
3,0.034202026759731156,9,cord,0.0021701916909791655,66
3,0.034202026759731156,9,button,0.0021420198967127004,67
3,0.034202026759731156,9,place,0.0021420198967127004,68
3,0.034202026759731156,9,product,0.0021138481024462357,69
3,0.034202026759731156,9,since,0.002085676308179771,70
3,0.034202026759731156,9,thing,0.002057504513913306,71
3,0.034202026759731156,9,keep,0.002057504513913306,72
3,0.034202026759731156,9,stylus,0.002057504513913306,73
3,0.034202026759731156,9,take,0.0020293327196468413,74
3,0.034202026759731156,9,work,0.002001160925380376,75
3,0.034202026759731156,9,first,0.0019729891311139115,76
3,0.034202026759731156,9,easily,0.0019729891311139115,77
3,0.034202026759731156,9,make,0.0019729891311139115,78
3,0.034202026759731156,9,rubber,0.0019729891311139115,79
3,0.034202026759731156,9,hours,0.0019166455425809817,80
3,0.034202026759731156,9,buttons,0.0018884737483145168,81
3,0.034202026759731156,9,pocket,0.0018884737483145168,82
3,0.034202026759731156,9,touch,0.0018884737483145168,83
3,0.034202026759731156,9,dock,0.001860301954048052,84
3,0.034202026759731156,9,carry,0.001860301954048052,85
3,0.034202026759731156,9,almost,0.0018321301597815872,86
3,0.034202026759731156,9,black,0.0018321301597815872,87
3,0.034202026759731156,9,silicone,0.0018321301597815872,88
3,0.034202026759731156,9,front,0.0018039583655151223,89
3,0.034202026759731156,9,micro,0.0017757865712486574,90
3,0.034202026759731156,9,life,0.0017476147769821925,91
3,0.034202026759731156,9,port,0.0017476147769821925,92
3,0.034202026759731156,9,got,0.0017194429827157276,93
3,0.034202026759731156,9,wireless,0.0017194429827157276,94
3,0.034202026759731156,9,know,0.0016912711884492628,95
3,0.034202026759731156,9,better,0.0016912711884492628,96
3,0.034202026759731156,9,quite,0.0016912711884492628,97
3,0.034202026759731156,9,fits,0.0016912711884492628,98
3,0.034202026759731156,9,remove,0.0016912711884492628,99
3,0.034202026759731156,9,going,0.0016630993941827979,100
5,0.053200742292850045,0,phone,0.032926643062403525,1
5,0.053200742292850045,0,mount,0.014094548536789313,2
5,0.053200742292850045,0,use,0.009771404061980135,3
5,0.053200742292850045,0,one,0.00955553088189768,4
5,0.053200742292850045,0,would,0.007618353134315643,5
5,0.053200742292850045,0,like,0.007436565193193576,6
5,0.053200742292850045,0,car,0.0074308843200335106,7
5,0.053200742292850045,0,well,0.006186773097979359,8
5,0.053200742292850045,0,case,0.0052210246607683735,9
5,0.053200742292850045,0,suction,0.005141492436527469,10
5,0.053200742292850045,0,holder,0.005084683704926822,11
5,0.053200742292850045,0,also,0.004868810524844367,12
5,0.053200742292850045,0,hold,0.004857448778524238,13
5,0.053200742292850045,0,iphone,0.004641575598441782,14
5,0.053200742292850045,0,place,0.0045109155157602955,15
5,0.053200742292850045,0,get,0.0042779997161976465,16
5,0.053200742292850045,0,device,0.004198467491956742,17
5,0.053200742292850045,0,works,0.0041246161408759014,18
5,0.053200742292850045,0,back,0.004033722170314867,19
5,0.053200742292850045,0,even,0.003891700341313252,20
5,0.053200742292850045,0,side,0.0038689768486729935,21
5,0.053200742292850045,0,way,0.003834891609712606,22
5,0.053200742292850045,0,cup,0.003829210736552541,23
5,0.053200742292850045,0,easy,0.0038064872439122826,24
5,0.053200742292850045,0,using,0.0037951254975921536,25
5,0.053200742292850045,0,really,0.003789444624432089,26
5,0.053200742292850045,0,stand,0.003772402004951895,27
5,0.053200742292850045,0,great,0.0036587845417506027,28
5,0.053200742292850045,0,product,0.0035849331906697623,29
5,0.053200742292850045,0,fit,0.00347131572746847,30
5,0.053200742292850045,0,work,0.003334974771626919,31
